,id,sex,bdate,city,country,followers_count,friends,graduation,universities,schools,relatives,education_status
0,13531138,1,6.3.2000,Saint Petersburg,Russia,274,"[6400, 50208, 79012, 248899, 289200, 426145, 507849, 623828, 823217, 1144203, 1646764, 1758111, 1773353, 2043045, 2172806, 2828922, 3279206, 3665353, 5322862, 5784809, 5982306, 6632729, 7352978, 7562715, 8571010, 10038985, 10402964, 10817095, 11550809, 11804850, 12343655, 12885409, 13313172, 13715693, 13740894, 13795730, 13931313, 14144955, 15975211, 16061179, 17832583, 18564992, 18913706, 19195569, 20338290, 20460388, 21409418, 22139555, 23727625, 24133061, 24866776, 25380337, 25448320, 25778314, 26357207, 26670772, 27568086, 28174963, 29222897, 30201456, 30460237, 32129687, 33097203, 34242496, 34692067, 34809979, 34872708, 34883088, 34955479, 35726132, 36758106, 37846336, 38077232, 38172832, 39548267, 39842825, 40454003, 41068749, 41374406, 42319350, 42691660, 42717864, 43434538, 43435744, 43900913, 44075048, 49502071, 49632679, 50060888, 50851560, 51246628, 51261532, 53557281, 53782475, 55416618, 55608398, 55687803, 56761015, 57778257, 58109122, 58560777, 58654770, 59399996, 59717712, 61140463, 62393054, 63458594, 63822074, 64467378, 64881644, 66475412, 66939348, 69948789, 70252433, 71125273, 73247982, 74249181, 75982983, 76414963, 76523213, 78523059, 79276021, 79713679, 80056445, 82732436, 84088733, 87864278, 89208566, 90190369, 90557771, 91105374, 91249779, 93947890, 94661249, 95028255, 96768228, 97414537, 97672773, 98095084, 98624764, 98782511, 102034975, 102440070, 102762215, 104253992, 105937148, 106099316, 106622264, 107091694, 107430604, 107595503, 109381510, 113943444, 115046255, 120660502, 121126976, 122020145, 122259573, 123832581, 125453079, 127850496, 130726851, 131019269, 133428781, 133586158, 133867242, 134249380, 134434857, 134806673, 134844764, 135226345, 135374487, 135387811, 136115118, 136289499, 136626372, 137574139, 137906866, 138259953, 138311584, 138328817, 138397079, 138816122, 138878700, 140715711, 141054152, 141983796, 142688688, 143685172, 143695617, 144182839, 144384649, 146248812, 148938224, 150534921, 151220639, 152033051, 152367818, 152524412, 152688703, 152702351, 152869401, 153409976, 154278396, 156550704, 156982684, 157522487, 158007341, 158955503, 159073003, 159694973, 159944947, 160311161, 160440761, 160771660, 161443542, 162842444, 163675128, 166037954, 166082388, 166739850, 167706220, 169119246, 169864099, 170685957, 171252352, 171652562, 174085872, 176060887, 177364209, 181249593, 182330638, 184665074, 185629651, 185790252, 186106083, 191221839, 191326992, 192475766, 195086400, 198967351, 201340654, 204960378, 206992858, 208996319, 209052541, 209141600, 210738530, 211717461, 212200014, 214293567, 214596194, 215165859, 217526797, 218190936, 218850460, 218992672, 220379810, 221338481, 221387070, 221470393, 222057723, 224965492, 225447480, 226962049, 227550703, 229868212, 234053597, 235046020, 238420025, 240430689, 240932940, 241053079, 241459515, 243416417, 246942566, 247679812, 250092998, 250827077, 251174271, 264578798, 271379547, 272447864, 275624505, 276459479, 281092541, 282787401, 283117849, 285191633, 285237822, 287542549, 293903783, 293906787, 299341379, 300130386, 300295271, 300422944, 305248804, 307298219, 311031823, 312301255, 314279770, 318172287, 319468552, 320583256, 323280589, 324763243, 326251691, 331094183, 332475044, 333121539, 333544860, 339747429, 341324580, 342087106, 344703515, 344890910, 361179707, 361923166, 362364786, 365393177, 368544578, 377387821, 380850015, 381156383, 382747908, 386217106, 387707967, 389893073, 390617957, 390891292, 396878893, 400727574, 405801509, 406402853, 408305225, 414303440, 418858956, 426554326, 429154525, 435523365, 439022339, 445823003, 447527472, 452520021, 456701100, 458292012, 460395211, 460743566, 461104902, 461193448, 466370870, 469293272, 469626448, 471427510, 472649843, 481943137, 492082308, 498811797, 500610837, 508658544, 509548977, 517275721, 517686117, 529169389, 530115119, 539947376, 547276420, 552444147, 558059601, 559848880, 561831166, 574584087, 615092825, 658993076]",,,,,
1,11106307,1,15.5,Saint Petersburg,Russia,44,"[390488, 571949, 771695, 883718, 994976, 1051770, 1291326, 1292784, 1812494, 1838197, 1857015, 2146454, 2635386, 2692171, 3372831, 3785115, 3921484, 4215093, 4399036, 5226301, 5263207, 5377328, 5432085, 5608581, 6181058, 6193371, 6524988, 8384088, 8601082, 9324730, 9448739, 10657767, 10727058, 11056038, 11887882, 11912801, 12324738, 12556615, 16155928, 16709447, 21213562, 22262928, 22572442, 23393963, 23429162, 23732253, 27026746, 27964142, 28951992, 29022155, 29381234, 34958645, 37673275, 37693377, 40901142, 44360969, 52932569, 54213698, 54793720, 56768182, 60048970, 62342700, 62810362, 63597362, 64761785, 64986331, 70821472, 71069976, 71398551, 71519354, 71576892, 72085091, 74249181, 81512547, 85019615, 86463650, 91004635, 94335910, 95743834, 105228217, 113953721, 114316585, 125532796, 127643917, 131509747, 132695729, 135069244, 139493131, 140900058, 143739084, 147177187, 147638194, 150793154, 154523650, 158622194, 158777391, 162004102, 166786753, 182336002, 185357006, 187776892, 191720804, 200564529, 204479842, 206281294, 208498680, 222323067, 231207272, 246036157, 251761300, 274763745, 277788908, 277940034, 280937924, 289101746, 299671788, 301207294, 301891774, 304204114, 309403259, 320070738, 322830299, 326125838, 334566617, 339201456, 341185886, 350454429, 355134891, 384521487, 416384328, 436565253, 438330013, 452403464, 455482967, 480848778, 490237348, 503602318, 505757154, 508792040, 510374713, 523374487, 589539995]",1992.0,['СПбГМА им. Мечникова'],['Школа №14'],"[166786753, 21213562, 2146454]",
2,89894914,2,19.1.1944,Saint Petersburg,Russia,55,"[14751, 84836, 101585, 142762, 149169, 184101, 199597, 239216, 248824, 347870, 352417, 367764, 438358, 505823, 546796, 579980, 665595, 709223, 788258, 788869, 803457, 944278, 1055545, 1111237, 1239329, 1239544, 1558825, 1603344, 1881015, 1954791, 2597891, 2956338, 3592208, 3754837, 3922182, 4262870, 4620552, 4819200, 5816772, 6127853, 6705263, 9856702, 10834643, 13535472, 13650667, 14219225, 14439491, 15162496, 16120893, 17583059, 18458922, 18490296, 30646293, 32474960, 33029580, 46032197, 50903091, 51126326, 55684639, 58488766, 59611708, 60362667, 60563927, 65536496, 67494891, 73497938, 74249181, 82444713, 87189128, 97887680, 98275689, 103800049, 105218707, 115303226, 116716782, 120297506, 131854279, 132538158, 134571942, 145214393, 153683537, 161333282, 177489324, 179997860, 188486572, 200522874, 205536503, 224524374, 255071461, 264118308, 290787093, 351973568, 374880889, 401917121, 451026838, 484930035]",1976.0,['СПбГУ ИТМО'],['Школа №211 им. Пьера де Кубертена'],[],Alumnus (Specialist)
3,629403653,1,,Saint Petersburg,Russia,3,"[480, 537, 924, 1510, 1552, 1647, 1661, 2982, 2983, 3287, 3304, 4624, 5037, 5728, 6705, 6706, 6748, 7373, 7858, 8702, 9182, 10491, 11074, 12316, 12655, 13389, 15436, 15460, 16157, 18014, 18612, 20114, 20715, 21429, 22181, 22862, 23593, 25098, 26125, 26807, 27654, 29369, 29469, 29697, 32202, 32878, 33710, 34470, 35130, 35557, 35730, 37664, 38270, 38596, 38860, 38986, 39111, 40071, 40169, 41394, 41883, 43040, 43333, 44058, 46344, 46403, 46538, 46561, 46668, 48689, 49838, 51527, 51648, 53172, 53647, 53733, 54584, 56093, 57889, 58025, 59416, 60564, 61342, 64757, 65975, 66530, 66696, 68209, 70665, 70743, 73308, 74462, 74797, 78668, 83055, 83997, 86017, 88251, 91303, 93528, 100077, 105319, 106052, 109316, 110255, 110857, 116519, 116732, 117286, 117472, 128807, 140838, 142562, 145907, 155569, 157279, 168938, 168972, 194053, 197389, 198066, 201800, 202057, 203363, 218958, 221938, 222422, 237489, 237776, 241056, 244638, 257667, 263693, 264404, 264686, 265529, 269487, 270488, 272832, 273181, 278470, 278517, 279860, 282127, 283540, 285406, 288236, 290655, 291886, 292896, 292899, 294095, 304791, 305846, 306374, 307356, 312304, 317526, 318571, 328980, 334000, 334431, 338404, 339612, 340355, 342331, 342842, 347745, 349709, 350724, 353388, 369246, 381202, 384814, 394114, 394357, 400661, 401343, 420702, 434039, 444361, 446139, 447817, 460723, 462288, 465122, 482263, 482986, 483512, 487720, 498567, 502175, 505526, 511770, 516003, 523726, 525560, 530310, 537184, 539363, 551125, 555321, 556457, 557348, 566222, 575643, 576169, 603713, 605029, 618377, 623318, 628374, 652669, 661401, 672736, 677246, 692266, 712248, 722206, 805825, 812694, 864438, 868936, 885257, 892872, 895230, 916983, 963289, 972283, 974247, 978205, 1003751, 1004936, 1008983, 1023662, 1026901, 1027242, 1028923, 1048147, 1072954, 1095333, 1112120, 1129602, 1131309, 1137729, 1145207, 1148688, 1151211, 1184578, 1187293, 1198099, 1231480, 1299084, 1302555, 1312393, 1320446, 1350659, 1356168, 1396499, 1397969, 1403397, 1416983, 1441516, 1443903, 1468176, 1485439, 1490309, 1493014, 1503158, 1529110, 1536608, 1540184, 1570002, 1587729, 1592298, 1592810, 1616000, 1627191, 1640240, 1653898, 1655765, 1676745, 1698943, 1710543, 1714270, 1717093, 1750728, 1772455, 1802615, 1837921, 1843714, 1855564, 1864083, 1866662, 1870657, 1887931, 1896184, 1935576, 1960046, 1985733, 2000656, 2001169, 2004372, 2004401, 2037324, 2043911, 2047570, 2048348, 2085282, 2089607, 2090382, 2116695, 2123941, 2178744, 2228436, 2234447, 2287252, 2333843, 2399413, 2415082, 2447677, 2461952, 2476011, 2479876, 2537550, 2538807, 2601175, 2601309, 2618040, 2695288, 2708554, 2711322, 2739183, 2788667, 2796769, 2855424, 2864731, 2895953, 2925036, 2989670, 2991937, 3042398, 3048269, 3051259, 3105804, 3113286, 3170263, 3174779, 3188355, 3242110, 3388961, 3399695, 3467596, 3494729, 3625829, 3719308, 3724450, 3745727, 3773725, 3777861, 3839356, 3861768, 3872860, 3877513, 3881142, 3889974, 3919529, 4059035, 4168901, 4244946, 4349377, 4369487, 4459258, 4470842, 4569759, 4613694, 4681640, 4691102, 4774476, 4939443, 5032567, 5072445, 5089229, 5127154, 5227428, 5334891, 5350532, 5374425, 5375396, 5386700, 5398610, 5416548, 5447069, 5476028, 5690580, 6057271, 6299409, 6371936, 6382755, 6508258, 6524825, 6596964, 6700876, 6715011, 6866076, 7109381, 7126949, 7180145, 7204223, 7211181, 7358484, 7478932, 7488264, 7758512, 7897947, 8428485, 8536700, 8682766, 8988776, 9066716, 9238167, 9302785, 9348223, 9374760, 9563900, 9615746, 9676477, 9690721, 9941496, 10050252, 10074609, 10653674, 10891428, 11056499, 11223761, 11394961, 11493079, 11594706, 12145168, 12194968, 12332979, 12593545, 12598308, 12651410, 12761590, 12922051, 13175222, 13189647, 13365823, 13455412, 13573551, 13827140, 13905964, 14088923, 14255382, 14486207, 14552994, 14681094, 15067179, 15077103, 15441368, 15462291, 16125310, 16841279, 16922410, 17173768, 17373729, 17935898, 18161296, 18180269, 18420463, 18462962, 18525166, 18616997, 18819943, 19038888, 19101844, 19183476, 19370174, 19387381, 19635080, 19825836, 21331363, 21373342, 21787793, 22201045, 22315725, 23087921, 23203266, 23285928, 23358411, 23404340, 24347121, 24640154, 24806884, 25132347, 25380043, 26368855, 27111286, 27122512, 27368138, 28128827, 28522219, 28629393, 28974295, 29068103, 29649484, 29668224, 30031868, 30572516, 31207234, 31898774, 31901041, 32210384, 32218919, 33459122, 33544713, 33757542, 33822256, 34628362, 35036848, 36486057, 36842427, 37897703, 37938857, 39798633, 40483897, 41879707, 43376670, 43562411, 43864848, 44142979, 47517907, 48854386, 49728869, 49735473, 49759442, 49856878, 49913984, 50443179, 50476779, 50523617, 50556290, 51096328, 52225567, 52288451, 52721020, 52824330, 53206056, 53385637, 53942833, 53955043, 54089661, 54282228, 54478178, 54650511, 54683799, 55365001, 55375463, 55459794, 55494898, 55863403, 56039882, 56086094, 56086168, 56207625, 56233712, 56772361, 57423925, 58058926, 58759126, 60396734, 61381700, 64041983, 64422024, 65739992, 65941441, 66179581, 66609930, 68967250, 72417979, 72818200, 73554513, 74135880, 74249181, 74936655, 75884472, 77029942, 77813991, 78961214, 78992690, 80520345, 80870331, 81432446, 82678676, 83878159, 84602314, 84968465, 86040384, 86708611, 87912486, 89808180, 90488923, 91206773, 91392906, 92207527, 94721287, 95481218, 98055977, 98952064, 100503839, 100971394, 101058363, 101108715, 103330513, 104278562, 104528496, 106221072, 106394548, 107242352, 107318204, 112803735, 115978784, 116120719, 118278367, 118717693, 120294919, 123156730, 125208425, 126522081, 133261044, 133551998, 134709044, 134909040, 135122322, 135455287, 135781516, 136264759, 137797803, 137969559, 139167333, 140696235, 144892567, 145582987, 146223529, 146288426, 146377451, 146422031, 146469198, 148154413, 149036010, 150835423, 150837865, 151438136, 151569552, 153765845, 154003538, 154321160, 155127693, 155255945, 155293239, 156564423, 157612553, 158247918, 158807408, 159637033, 161520554, 162790204, 163694996, 164341299, 164546714, 164820965, 165021773, 166347283, 166950296, 167306708, 167309612, 168140196, 168550320, 168765943, 169008580, 170709544, 171039241, 171435270, 171509844, 172620596, 174088655, 175190230, 176650442, 176907617, 177199598, 177910959, 178856086, 180840262, 181735595, 182262047, 182813964, 183928209, 184874396, 185213758, 185222447, 186216867, 186651218, 186949289, 187133815, 187663061, 191051555, 191221622, 197920703, 198111932, 198976607, 199388234, 199765617, 201327531, 204532138, 204816807, 207004375, 207109089, 208608915, 209128100, 209747374, 211311986, 211694387, 212516117, 213304801, 215447017, 217305999, 217658338, 218091600, 220310301, 220598130, 221119412, 221353662, 222382111, 222620376, 223229831, 223755966, 225848496, 226990974, 229374526, 231102856, 231412938, 233218545, 236459223, 237294725, 240415533, 241190476, 242372432, 242391033, 242905161, 244409392, 245375878, 246423462, 249016815, 250946431, 253962374, 256981857, 265716478, 267541484, 267626367, 267984085, 273638320, 275781205, 279978516, 282928235, 284004003, 284605566, 292099292, 299845043, 305129168, 305420573, 306558088, 306900960, 314731646, 317020770, 319222807, 321213929, 326063709, 332189882, 353710088, 355621471, 361138288, 362169222, 363722490, 368262017, 394291951, 397768476, 410293021, 411714391, 420943972, 433138330, 445214725, 490384656, 500015233, 505084369, 508660292, 550820463, 560205333, 595426438, 608092366, 643723678]",0.0,[],['Физико-техническая школа (ФТШ)'],[],
4,123580423,2,7.10,Saint Petersburg,Russia,214,"[5615, 7373, 27396, 35135, 38596, 46569, 49838, 55393, 64621, 83813, 91669, 109316, 113294, 122331, 134587, 145690, 185901, 221109, 231380, 231709, 285406, 303932, 307000, 317799, 327458, 338445, 342331, 342862, 343460, 347745, 433073, 459509, 467717, 490290, 498307, 507452, 531837, 533290, 538830, 628024, 652850, 655656, 672736, 677246, 739601, 798029, 834295, 882898, 887312, 970428, 1013776, 1055229, 1119598, 1184203, 1200738, 1278588, 1349034, 1351555, 1398631, 1416048, 1436607, 1482847, 1539636, 1567056, 1585024, 1631092, 1659651, 1692815, 1750728, 1769940, 2017084, 2027450, 2056866, 2075017, 2090382, 2101655, 2131838, 2274761, 2329190, 2389500, 2393318, 2503704, 2541176, 2572408, 2592602, 2665043, 2695288, 2735970, 2759294, 2891506, 2933507, 3137919, 3139658, 3238189, 3249487, 3605548, 3795852, 3839913, 3872860, 3889974, 3906790, 3922102, 4012857, 4055795, 4065359, 4067584, 4165652, 4369487, 4470842, 4681640, 4691102, 4703517, 4913040, 5032567, 5072445, 5091857, 5129494, 5227428, 5279043, 5398610, 5476028, 5528639, 5635872, 5637116, 5690580, 5707410, 5726303, 5781736, 5867474, 6043964, 6477542, 6524825, 6552799, 6700876, 6865822, 6866076, 7038127, 7064355, 7164467, 7180145, 7204223, 7211181, 7264416, 7270482, 7285647, 7363164, 7428359, 7490419, 7622472, 7688865, 7868691, 7908407, 8073204, 8270339, 8468801, 8520804, 8536700, 8551187, 8666007, 8682766, 8754879, 8793683, 8859889, 8868444, 8884718, 8908470, 8944169, 9191337, 9304229, 9348223, 9395148, 9662214, 9690721, 9951179, 10117776, 10217876, 10278660, 10408972, 10583964, 10590286, 10625647, 10653674, 10891428, 10922163, 10955829, 11056499, 11093042, 11136324, 11394961, 11594706, 11663203, 11761426, 11992854, 12172054, 12332979, 12440150, 12505057, 12534241, 12560124, 12589292, 12593545, 12651410, 12713016, 12796150, 12922051, 13066178, 13189647, 13365823, 13455412, 13768487, 13803432, 13806424, 13895919, 13905964, 13987491, 14153301, 14355731, 14552994, 14575937, 14681094, 15196686, 15441368, 16125310, 16198809, 17067243, 17173768, 17185648, 17373729, 18008948, 18180269, 18315528, 18395737, 18396556, 18420463, 18462962, 18587922, 18616997, 18754209, 18816577, 18838506, 19183476, 19216510, 19336827, 19350953, 19370174, 19387381, 19610719, 19669808, 19700400, 19712156, 19770627, 19825836, 19896854, 20098785, 20685194, 20801840, 20806038, 20814904, 21146393, 21331363, 21372320, 22058391, 22201045, 22315725, 22843503, 22920514, 23087921, 23285928, 23286710, 23358411, 23380129, 24347121, 24436714, 24806884, 24824545, 24954117, 24962173, 25303054, 25348351, 25380043, 25852426, 25886594, 26153072, 26257305, 26334605, 26368855, 26567878, 26699621, 27368138, 27545486, 27992836, 28545191, 28629393, 28701636, 28703581, 28974295, 29025942, 29183039, 29668224, 29767690, 30031868, 30313225, 30361113, 30484233, 30567502, 30572516, 31207234, 31898774, 31901041, 32079612, 32210384, 32218919, 32542436, 32580005, 32762481, 32926449, 32928083, 33459122, 33501093, 33544713, 33679613, 33822256, 33896497, 34385004, 34775122, 34872708, 34944698, 35035178, 35226335, 35704901, 36038221, 36486057, 36507470, 36842427, 37048001, 37192395, 37853005, 37860435, 37938857, 38035266, 38044508, 38111624, 38161194, 38723062, 39099147, 39798633, 40186131, 40701595, 40718649, 41712704, 41746501, 42404807, 42410436, 43276299, 43376670, 43478854, 43778797, 43864848, 44142979, 44312442, 44567317, 44786804, 45843349, 45874763, 46453127, 47203509, 47387922, 48709117, 48838737, 48854386, 49663745, 49706470, 49735473, 49831127, 49913984, 50054473, 50061642, 50235042, 50443179, 50476779, 50490192, 51044501, 51388488, 51660303, 51671484, 52083879, 52225567, 52288451, 52308268, 52648846, 53206056, 53385637, 53567349, 53754588, 53942833, 54078497, 54282228, 55365001, 55494898, 55564091, 55710436, 56039882, 56086168, 56089267, 57423925, 58058926, 59019478, 59741973, 59932211, 60093383, 62924437, 63451812, 63482588, 63607608, 64041983, 64422024, 65134469, 65171071, 65524337, 66609930, 67950613, 68433832, 68748001, 68967250, 69983610, 70325496, 70886384, 71222523, 71752376, 71815481, 72452746, 72969819, 73183104, 73397972, 73421768, 73548587, 74026146, 74135880, 74147289, 74249181, 74910285, 74968273, 75488403, 75884472, 76413234, 76631827, 76848471, 76911803, 77810021, 77813991, 78961214, 79584628, 79907121, 80103913, 80566317, 81299356, 82303173, 82331270, 82664174, 82672246, 82678676, 83878159, 84337123, 84419799, 84788708, 84968465, 84980197, 85792822, 86116515, 86708611, 88074002, 88148474, 89156405, 90113441, 90499626, 90644956, 90693002, 90842251, 91206773, 91439936, 91654544, 91713472, 91825226, 93240000, 94721287, 95142434, 96508810, 96572234, 96882448, 97127236, 97127513, 97917750, 98009665, 98941433, 99243762, 99375576, 99541039, 100620901, 100780116, 100971394, 101058363, 101108715, 101150362, 101201676, 102652207, 103330513, 103400540, 103432149, 103846768, 104528496, 105890340, 106394548, 106765026, 106773492, 107463471, 108426586, 111050869, 112803735, 112908190, 113277205, 113531171, 113663552, 113987769, 115084579, 116120719, 116142951, 118717693, 120176748, 120294919, 121199164, 121891291, 122336951, 122372058, 123454061, 123872467, 126522081, 126750216, 127821971, 130120129, 131904979, 131918314, 132173577, 132773886, 132958592, 133047429, 133551998, 134507983, 134728452, 135122322, 135265472, 135344501, 135781516, 135847015, 136264759, 136658071, 136778013, 136810748, 137070403, 137482564, 137969559, 138081922, 138169484, 138239966, 138493298, 138568903, 138934835, 139775060, 140696235, 141602985, 141861560, 142707038, 143116738, 143298683, 143533067, 143597907, 144355015, 144766901, 145232333, 145391169, 145582987, 146102768, 146908661, 147527540, 147725473, 147993087, 148154413, 148383852, 148639145, 150221565, 150425969, 150835423, 150837865, 151307048, 151438136, 151569552, 151899161, 152043401, 152779695, 152902788, 152942994, 153136428, 153413980, 153765845, 154003538, 155182666, 155338692, 156564423, 156653807, 156924085, 156995120, 157090619, 158247918, 158750727, 158812138, 158847467, 160318862, 161170805, 161578380, 161658079, 161763968, 162590827, 162790204, 162911757, 164341299, 164541400, 164820965, 165021773, 165816206, 166180793, 166476089, 166618883, 166712622, 167273984, 168687388, 168793507, 169008580, 169115580, 169459510, 171149414, 171435270, 171758779, 172136245, 172347655, 172457252, 173051999, 173530742, 173777727, 174088655, 174617546, 175190230, 176250369, 176536543, 176907617, 177199598, 177873688, 178101321, 179555979, 182262047, 182409893, 182799576, 182813964, 183971028, 185222447, 186593006, 186741992, 190180903, 190323570, 190655476, 190702822, 190742214, 191221622, 194161349, 194327417, 197470569, 197493564, 199388234, 199765617, 201445271, 202718814, 204816807, 205859472, 206642919, 206715946, 207915308, 208174359, 209747374, 210827685, 211593752, 212029676, 212141958, 212287530, 212503878, 213304801, 214724399, 215003720, 215320428, 216276975, 216590088, 217701066, 218010734, 218091600, 221563330, 221670742, 221824122, 222134339, 222620376, 223040021, 223229831, 223755966, 224496468, 226533880, 226990974, 228283838, 229645409, 229924266, 230885066, 231023661, 232199618, 232202019, 232327383, 232504316, 232504846, 235406231, 235416129, 236459223, 237997655, 239944609, 240415533, 240694392, 242905161, 243543419, 244223180, 245564207, 245922817, 247016178, 247647938, 248553823, 250298927, 250332049, 250923205, 251222974, 252630758, 262324824, 263527069, 263862892, 266620495, 266921458, 267423200, 271428834, 273254879, 273650902, 274646885, 276761152, 278365065, 278380357, 278459139, 279978516, 283114527, 286376929, 286654279, 288328675, 289646659, 290972089, 291416782, 292510610, 292730522, 293227974, 296203609, 299641108, 299845043, 299985900, 300630215, 300753238, 304823833, 305188678, 306560686, 308023791, 308419472, 318249093, 319222807, 321496907, 321970745, 328498420, 328748722, 329667649, 331748839, 332243407, 332914217, 333860975, 337658088, 338978240, 344291296, 350435395, 351257144, 355929819, 356340833, 357837161, 360308911, 366017252, 366431303, 366612058, 367663742, 368039955, 379379286, 379630198, 380064156, 380379026, 382308222, 386741635, 387861895, 390016172, 390921044, 393036551, 394671487, 397768476, 398512544, 400399079, 403418359, 407537041, 407821611, 416029537, 419468786, 420266235, 420858472, 420943972, 421578716, 422530850, 423208841, 423260506, 426247314, 426778833, 431706175, 434866125, 435513683, 435911665, 436344418, 436958679, 437861796, 438694180, 438844344, 438987664, 438998915, 443619586, 444597965, 445061806, 445085696, 445373797, 448760453, 453569605, 454017966, 455943255, 459791120, 461927995, 464782763, 470694524, 477265987, 480617190, 483487052, 484672055, 486038728, 494078653, 496172287, 497658244, 499350264, 501538842, 501868716, 502720379, 502954185, 509045952, 510172150, 514038431, 514906436, 516385588, 516939252, 523661985, 524998668, 526445377, 528340820, 528646755, 532520723, 536519341, 542223143, 546571851, 547036598, 548988411, 550798958, 551624599, 551682193, 552242428, 554211330, 558752552, 559987190, 560984169, 567233912, 569469782, 570695182, 575064037, 577099858, 577312263, 582070875, 582277097, 583775384, 585026184, 587795992, 588593587, 589125439, 602398921, 617206584, 621262966]",2020.0,['СПбПУ Петра Великого (Политех)'],['Физико-техническая школа (ФТШ)'],[],
5,7358484,1,22.9.2002,Saint Petersburg,Russia,81,"[7373, 37449, 66432, 82242, 147024, 165686, 190533, 289129, 379363, 404939, 417900, 422328, 452401, 860497, 900479, 1011044, 1250697, 1347388, 1368546, 1490210, 1581162, 1717093, 1762194, 1876199, 1993257, 2116811, 2201316, 2292296, 2717571, 3012370, 3395383, 3669003, 3754373, 3972095, 4048918, 5726303, 6033014, 6398650, 7094447, 7115409, 8424895, 10188929, 11467780, 12202012, 12593545, 14084872, 15941951, 15992303, 16405121, 17227580, 18436532, 18647889, 20531383, 22926617, 23358411, 24699753, 25031356, 25622996, 25651552, 26538755, 26730725, 28935933, 30327842, 32295798, 32851808, 37209829, 37416882, 37418922, 37936527, 38818154, 39080207, 39088177, 41950848, 44142979, 44625621, 45420373, 46086520, 46962733, 47792438, 48200717, 48402397, 49244719, 49831127, 49856878, 50256188, 50443179, 54081738, 54809319, 54866328, 55369417, 56154513, 58377545, 59266278, 64041983, 64173997, 66030323, 66315199, 66498761, 66968882, 67699008, 68662428, 69143077, 70145410, 70860758, 73211974, 74249181, 74910285, 75016280, 77742156, 78737961, 81351055, 85856299, 88228328, 91020831, 92678985, 94481021, 94570087, 94597702, 96144545, 97577536, 99375576, 100503839, 101108715, 101116885, 103330513, 106489034, 107758711, 109827778, 111100232, 114122039, 114742256, 116911728, 118451680, 119379715, 119471710, 122822547, 123616659, 126522081, 126767918, 127450140, 128483734, 129102705, 131256423, 132185450, 133030630, 133576335, 133939270, 134607396, 135153259, 135342506, 136137058, 136556128, 137797803, 138115809, 138705702, 139265780, 140696235, 141523377, 141602985, 142014296, 143895470, 144292440, 144296987, 146576463, 147035148, 147212702, 148057328, 150615799, 150764383, 151084089, 151644925, 151708507, 151720088, 151824187, 154298784, 154691648, 155607450, 155837017, 155960767, 156247962, 156493582, 157712294, 158247918, 158807408, 159197206, 159490138, 159624609, 159646457, 159812070, 161573550, 161583740, 162208469, 163057691, 163289047, 163594530, 164110392, 164820965, 164923908, 165021773, 165440289, 166843162, 166950296, 166952106, 167326970, 167924877, 169428448, 171435270, 171588806, 172620596, 172818601, 173379573, 173969526, 173996945, 174088655, 175171913, 177873688, 178376095, 178669761, 179731986, 180362825, 180425389, 182262047, 184078599, 185605994, 186082712, 186216867, 186338445, 186531240, 186651218, 186733105, 186949289, 188185808, 189461894, 189478853, 190024250, 190160719, 190664102, 191221622, 192367401, 193025419, 194702707, 194767321, 195602960, 196406649, 197443470, 198072665, 198349797, 199388234, 199883754, 202491354, 203602365, 204532138, 205226821, 207004375, 207339831, 208608915, 210364880, 211644496, 212029676, 214312502, 214713325, 217305999, 218091600, 221119412, 221443004, 222249854, 222271426, 222300354, 222382111, 222620376, 222863042, 222993711, 223249049, 223683127, 223951912, 226076008, 226652599, 227068347, 227536713, 227658809, 227929206, 230885066, 232232431, 232355808, 233559187, 235530834, 235983972, 237119976, 238016004, 238685129, 238717836, 240686245, 241826348, 244324856, 245375878, 246291576, 246817992, 247113259, 247800154, 248532527, 249016815, 249612020, 249815986, 250830324, 251984483, 252161183, 252560747, 254691516, 258228575, 259232566, 260210196, 264308353, 264631473, 265151813, 266933485, 267282554, 267724794, 272819184, 275579714, 276320971, 277006847, 278737532, 281243571, 282530740, 284589980, 287018057, 288808856, 289018732, 289471644, 289473030, 290972089, 291269763, 292099292, 292227808, 295466705, 299845043, 300784950, 301633085, 301977951, 304980544, 305695126, 308167113, 308366498, 309296932, 309473860, 313243580, 316689603, 317470533, 318610004, 321894963, 323581660, 323722772, 323994516, 325889287, 332243407, 333528914, 334641359, 335628323, 337251259, 340333088, 340851146, 341861022, 346883237, 353902821, 355223977, 357104597, 357254263, 357448844, 358880479, 358999925, 364934140, 366024529, 376287164, 379635518, 382994866, 384589959, 404431860, 411198078, 419704365, 420943972, 425903031, 430018561, 430225184, 431836373, 444520369, 445338808, 463577696, 471781600, 481531853, 486356982, 488931311, 490384656, 494333312, 505310711, 507179635, 511371052, 531867796, 542524979, 543356298, 549110283, 556910929, 564919237, 572410717, 575902677, 582358801, 603214940, 611451294, 629403653, 659895892, 661278294]",0.0,['Университет ИТМО'],['Физико-техническая школа (ФТШ)'],[37936527],
